Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:04PuISvOTwat3nC44BrwRR,"Step Right Up","Lonely Road","The Red Jumpsuit Apparatus",2009-01-01,227800,34,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:31:49Z,"pop punk,emo","Virgin Records",0.531,0.933,10,-4.199,1,0.0536,0.0118,0,0.287,0.727,126.995,4
spotify:track:1pcL2LXuaO01180QkIxkSG,"Right Where You Want Me to Be","Attack of the Killer B-Sides","A Day To Remember",2011-10-01,222653,0,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:31:59Z,"metalcore,post-hardcore,pop punk,screamo,emo","Victory",0.343,0.947,10,-4.098,1,0.0557,0.0000415,0,0.134,0.462,84.953,4
spotify:track:1BR5vhAlaoUiijQ28p6jlN,"Backseat Freestyle","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar",2012-10-22,212653,59,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:32:10Z,"hip hop,west coast hip hop","Aftermath",0.547,0.651,1,-7.601,1,0.3,0.000739,0,0.235,0.645,77.878,4
spotify:track:4rhv5nnyAdhjvqRB8s9xr7,"Fall","YOU","James Arthur",2019-10-18,223472,45,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:32:28Z,"soft pop","Columbia Local",0.235,0.434,4,-8.245,1,0.032,0.831,0.00000118,0.168,0.232,82.67,4
spotify:track:2deFH5zveEBEUuURpqTN3C,"Quite Miss Home","YOU","James Arthur",2019-10-18,243180,60,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:32:37Z,"soft pop","Columbia Local",0.58,0.428,10,-6.398,1,0.0288,0.608,0.00000256,0.117,0.147,136.835,4
spotify:track:1HfMVBKM75vxSfsQ5VefZ5,"Lose You To Love Me","Lose You To Love Me","Selena Gomez",2019-10-23,206458,27,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:32:42Z,"","Interscope Records",0.4,0.341,4,-9,1,0.0521,0.579,0,0.21,0.0852,102.744,4
spotify:track:7j31rVgGX9Q2blT92VBEA0,"Teenagers","The Black Parade","My Chemical Romance",2006-10-20,161920,82,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:32:47Z,"emo,pop punk","Reprise",0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,4
spotify:track:0Z26mbSHJ1dkUu7g9DDgif,"Trigger","Trigger","Major Lazer;Khalid;Death Stranding: Timefall;Diplo",2019-10-24,171986,49,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:33:05Z,"moombahton","Right Hand Music Group, LLC/RCA Records",0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.378,97.285,4
spotify:track:3P4LhZdYGo413eDxKKuzjG,"The Woods","Back to the Woods","Angel Haze",2015-09-15,296928,12,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:33:10Z,"","Angel Haze",0.389,0.638,2,-9.628,0,0.466,0.665,0.00013,0.386,0.166,94.791,4
spotify:track:57yI1u6t6cFXbjgjQcRHug,"Resentment","Resentment","A Day To Remember",2019-11-22,227266,50,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:33:20Z,"metalcore,post-hardcore,pop punk,screamo,emo","Fueled By Ramen",0.496,0.955,9,-3.607,0,0.196,0.000083,0.0000964,0.0549,0.143,122.956,4
spotify:track:1lSSSGxlchhDCPzL7LXk4Z,"Miño","Grandes Exitos","Los Bunkers",2013-05-13,244666,37,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:33:28Z,"latin rock,rock en español,latin alternative","Columbia",0.56,0.906,0,-4.808,1,0.0284,0.0648,0.0000591,0.255,0.839,105.706,4
spotify:track:1WoVRr4ZKgIdshBwXCl3pq,"Homesick","Homesick","A Day To Remember",2009,236613,0,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:33:44Z,"metalcore,post-hardcore,pop punk,screamo,emo","Victory",0.283,0.957,5,-4.845,0,0.0729,0.0000952,0,0.287,0.431,110.027,4
spotify:track:6KyOCzf2A2jjROH4ZokTEw,"NJ Legion Iced Tea","Homesick","A Day To Remember",2009,211133,0,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:33:51Z,"metalcore,post-hardcore,pop punk,screamo,emo","Victory",0.489,0.86,0,-5.021,1,0.106,0.0000265,0,0.385,0.666,148.824,4
spotify:track:1Jx2ZMYVcXM0CfqOysoC8R,"Alligator Blood","There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret","Bring Me The Horizon",2010-10-05,271853,36,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:34:04Z,"metalcore,emo,screamo,rock,post-hardcore","Epitaph",0.15,0.949,5,-4.614,1,0.113,0.000243,0.00000191,0.148,0.0397,102.379,4
spotify:track:1JhuXhMiTBavuRXQTsGOdV,"Too Good At Goodbyes - Acoustic","Too Good At Goodbyes (Acoustic)","Sam Smith",2017-09-29,220095,63,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:34:51Z,"soft pop","PLG - Capitol",0.462,0.272,5,-9.274,1,0.0456,0.846,0,0.138,0.262,86.816,4
spotify:track:1BsWZ5WeOoeVz0Z04FkYHg,"All I Can Give You","Punk Goes Christmas (Deluxe)","Jason Lancaster",2015-11-27,242693,21,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:35:00Z,"","Fearless Records",0.562,0.446,0,-7.941,1,0.0319,0.759,0,0.125,0.32,119.826,4
spotify:track:39E5JHHYapDY2Z13sI3SD2,"I Don't Have A Broken Heart","Barbara","Trixie Mattel",2020-02-07,169973,23,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:35:07Z,"","PEG Records",0.659,0.631,7,-7.882,1,0.0278,0.769,0.00000864,0.11,0.484,94.988,4
spotify:track:5v2ByxOB3Q9p5DsAndtuO2,"Heavy Crown","Trixie Mattel: Moving Parts (The Acoustic Soundtrack)","Trixie Mattel",2019-12-20,139626,46,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:35:28Z,"","PEG Records",0.524,0.185,1,-12.967,1,0.0324,0.923,0.0000523,0.139,0.557,90.857,4
spotify:track:3i2Z14K9Tkjak0nMTicrw0,"Moving Parts (Guitar Version)","Trixie Mattel: Moving Parts (The Acoustic Soundtrack)","Trixie Mattel",2019-12-20,177984,25,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:35:32Z,"","PEG Records",0.559,0.269,3,-12.92,1,0.0338,0.54,0,0.177,0.502,97.62,4
spotify:track:1jr3gCvfo0llrwdTtuDxkl,"I Know You All over Again","Two Birds","Trixie Mattel",2017-05-02,176383,27,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:35:41Z,"","Trixie Mattel",0.567,0.388,2,-11.497,1,0.0291,0.565,0,0.126,0.245,91.267,4
spotify:track:2hVKFfp7Rmr2XPK31jFCrX,"Mindreader","Mindreader","A Day To Remember",2020-04-15,173520,43,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:35:47Z,"metalcore,post-hardcore,pop punk,screamo,emo","Fueled By Ramen",0.458,0.949,0,-3.243,1,0.115,0.000385,0,0.306,0.518,164.073,4
spotify:track:2kjMpCZBF8fArH7B4yku9T,"Mine - Cover of Taylor Swift","Glee: The Music, Season 4 Volume 1","Glee Cast",2012-11-27,251946,45,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:35:57Z,"christmas","Columbia",0.787,0.344,7,-7.331,1,0.031,0.706,0,0.0643,0.361,110.036,4
spotify:track:0OCRwXbQRdOZ1OtB4Imsp1,"Love Someone","3 (The Purple Album)","Lukas Graham",2018-10-26,205440,71,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:36:54Z,"dansk pop","Warner Records",0.538,0.409,9,-6.581,0,0.0505,0.172,0,0.11,0.265,171.838,4
spotify:track:6A8dnC0xkiuWN4BshmTB2I,"Oceans Away","GALLERY","A R I Z O N A",2017-05-19,194013,59,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:37:02Z,"","Atlantic Records",0.617,0.642,8,-8.624,1,0.0334,0.13,0.157,0.0929,0.221,105.885,4
spotify:track:5P4OS6niKRV6zsdPKPcnRM,"Freaking Out","ASYLUM","A R I Z O N A",2019-10-11,200312,50,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:37:13Z,"","Atlantic Records",0.663,0.68,6,-6.607,1,0.0501,0.118,0.00603,0.102,0.384,125.055,4
spotify:track:5kI4eCXXzyuIUXjQra0Cxi,"betty","folklore","Taylor Swift",2020-07-24,294521,68,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:37:38Z,"","Taylor Swift",0.593,0.377,0,-8.761,1,0.0253,0.6,0,0.0976,0.502,95.939,4
spotify:track:4pvb0WLRcMtbPGmtejJJ6y,"exile (feat. Bon Iver)","folklore","Taylor Swift;Bon Iver",2020-07-24,285634,80,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:37:46Z,"","Taylor Swift",0.298,0.38,6,-8.426,1,0.0287,0.778,0.0000562,0.11,0.152,75.602,4
spotify:track:1D7UBHqaPWDbBHs2S5YXge,"Perfect Situation","Make Believe","Weezer",2005-05-10,254333,57,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:38:13Z,"alternative rock","Geffen",0.47,0.806,6,-4.1,1,0.0328,0.0271,0.000142,0.2,0.403,93.853,4
spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,"Good Days","Good Days","SZA",2020-12-25,279203,73,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:38:36Z,"r&b","Top Dawg Entertainment/RCA Records",0.436,0.655,1,-8.37,0,0.0583,0.499,0.0000081,0.688,0.412,121.002,4
spotify:track:7ujx3NYtwO2LkmKGz59mXp,"HUMBLE.","DAMN.","Kendrick Lamar",2017-04-14,177000,2,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:38:54Z,"hip hop,west coast hip hop","Universal Music Group",0.906,0.625,1,-6.779,0,0.0903,0.000243,0.0000323,0.0975,0.423,150.018,4
spotify:track:4vsJ7huysKfSMKwFbSwBV3,"High Diving","You're Welcome","A Day To Remember",2021-03-05,207000,41,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:39:05Z,"metalcore,post-hardcore,pop punk,screamo,emo","Fueled By Ramen",0.584,0.934,0,-4.425,1,0.0453,0.00859,0,0.183,0.361,98.022,4
spotify:track:3voWwzddxFnII6f8pEensc,"Permanent","You're Welcome","A Day To Remember",2021-03-05,222493,42,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:39:13Z,"metalcore,post-hardcore,pop punk,screamo,emo","Fueled By Ramen",0.481,0.945,4,-3.432,0,0.077,0.0004,0.00000167,0.335,0.628,129.974,4
spotify:track:7bXvOMQ3UrcTS1dO9Ppzsg,"Sober Up (feat. Rivers Cuomo)","The Click","AJR;Rivers Cuomo",2017-06-30,218763,52,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:39:31Z,"","Black Butter",0.647,0.616,5,-4.948,1,0.0272,0.277,0,0.0816,0.79,93.019,4
spotify:track:21n769QrJtrmN0pXuBkYOm,"Kissing in Cars (Bonus Track)","Selfish Machines (Reissue)","Pierce The Veil",2013-09-24,257211,59,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:39:43Z,"emo,screamo,post-hardcore","Equal Vision Records",0.555,0.502,2,-11.222,1,0.0256,0.0267,0,0.103,0.218,113.369,4
spotify:track:003vvx7Niy0yvhvHt4a68B,"Mr. Brightside","Hot Fuss","The Killers",2004,222973,89,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:39:51Z,"alternative rock","Island Records",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
spotify:track:2rh74erKixxVL5jybdahEd,"Busyhead","Busyhead","Noah Kahan",2019-06-14,254306,57,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:40:02Z,"","Republic Records",0.655,0.478,9,-6.364,1,0.0289,0.328,0,0.206,0.608,142.068,4
spotify:track:2Zg0aB5oVQlbQE1vzQmIIY,"Hurt Somebody","Busyhead","Noah Kahan;Julia Michaels",2019-06-14,167106,67,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:40:07Z,"","Republic Records",0.638,0.51,1,-6.485,1,0.305,0.344,0,0.212,0.448,114.576,4
spotify:track:0hxRyDVC61KlZGS6m2Min4,"3 O'Clock Things","OK ORCHESTRA","AJR",2021-03-26,228376,48,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:40:16Z,"","Black Butter",0.694,0.525,11,-8.619,1,0.0806,0.0318,0,0.217,0.348,93.978,4
spotify:track:2Cu5ExXidcoE4vF5hIYict,"Heart to Break","Heart to Break","Kim Petras",2018-02-14,225972,0,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:40:27Z,"","BunHead",0.74,0.631,11,-4.865,1,0.196,0.0403,0.00000277,0.253,0.887,109.029,4
spotify:track:2BOqDYLOJBiMOXShCV1neZ,"Dancing On My Own","Only Human (Deluxe)","Calum Scott",2018-03-09,260285,81,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:40:43Z,"soft pop","Capitol Records (US1A)",0.681,0.174,1,-8.745,1,0.0315,0.837,0.0000335,0.0983,0.231,112.672,4
spotify:track:0tV8pOpiNsKqUys0ilUcXz,"Rise Up","Cheers to the Fall","Andra Day",2015-08-28,253342,72,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:40:53Z,"soft pop","Warner Records/Buskin",0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582,4
spotify:track:37BZB0z9T8Xu7U3e65qxFy,"Save Your Tears (with Ariana Grande) (Remix)","Save Your Tears (Remix)","The Weeknd;Ariana Grande",2021-04-23,191013,79,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:40:58Z,"pop","Republic Records",0.65,0.825,0,-4.645,1,0.0325,0.0215,0.0000244,0.0936,0.593,118.091,4
spotify:track:4LmN3eU1R1vVEdKuDELpGk,"All I Know So Far","All I Know So Far","P!nk",2021-05-07,277413,58,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:41:12Z,"","RCA Records Label",0.578,0.639,4,-5.749,1,0.0374,0.0586,0,0.0944,0.296,108.045,4
spotify:track:0yzj6eBs5a6X6d3P5qaQ5J,"The Outside","Scaled And Icy","Twenty One Pilots",2021-05-21,216758,66,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:41:21Z,"","Fueled By Ramen",0.785,0.623,11,-6.923,1,0.0403,0.0505,0.125,0.0539,0.711,100.991,4
spotify:track:23l1kVpqMVREiwU1YAlcr4,"I Guess That's Why They Call It The Blues","Too Low For Zero","Elton John",1983-05-30,285333,71,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:41:34Z,"","EMI",0.673,0.663,0,-7.29,1,0.0269,0.217,0.0174,0.177,0.67,120.634,3
spotify:track:05NG7kwEZLhA2il9MiXEWT,"You should be sad","Manic","Halsey",2020-01-17,205473,48,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:41:41Z,"","Capitol Records",0.591,0.585,2,-6.35,1,0.0276,0.143,0,0.109,0.323,110.943,4
spotify:track:1rPiAgK5DD2ve9aPujSJB7,"Biblical","Biblical","Calum Scott",2021-06-10,229673,56,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:41:44Z,"soft pop","Capitol Records",0.565,0.272,4,-4.747,1,0.032,0.802,0,0.111,0.331,135.812,4
spotify:track:2CIYemjFXdmCWpJnfbtrD6,"New Normal","New Normal","Khalid",2021-07-21,198765,49,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:41:53Z,"","Right Hand Music Group, LLC/RCA Records",0.39,0.534,0,-9.575,1,0.0709,0.0807,0,0.184,0.244,92.047,4
spotify:track:4bPQs0PHn4xbipzdPfn6du,"I Write Sins Not Tragedies","A Fever You Can't Sweat Out","Panic! At The Disco",2005-09-27,186634,75,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:42:03Z,"emo","Decaydance Records / Fueled By Ramen",0.569,0.83,9,-4.106,0,0.14,0.0807,0,0.114,0.609,170.094,4
spotify:track:3t42QATkLwV44TjezAuOnt,"Godlight","Godlight","Noah Kahan",2021-06-30,247050,42,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:42:10Z,"","Republic Records",0.377,0.708,4,-6.331,1,0.0559,0.00482,0,0.163,0.383,169.319,4
spotify:track:0hiHNxqKGf3GZgVTIOAiiK,"Someone Like You (feat. Joy Oladokun)","I Was / I Am","Noah Kahan;Joy Oladokun",2021-09-17,186552,62,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:42:21Z,"","Republic Records",0.614,0.526,5,-7.492,1,0.0603,0.468,0,0.0939,0.366,177.913,4
spotify:track:3z6XUommYDWPHeFhmhhT6j,"Message In A Bottle (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift",2021-11-12,225960,72,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:42:57Z,"","Taylor Swift",0.622,0.791,7,-6.106,1,0.0535,0.00188,0.00000372,0.083,0.494,115.915,4
spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,"I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift;Chris Stapleton",2021-11-12,285106,70,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:43:08Z,"country,outlaw country","Taylor Swift",0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,3
spotify:track:5cZ1TPZO4miMEOO1UNknyd,"Take It Or Leave It","It'll All Make Sense In The End","James Arthur",2021-11-05,188799,40,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:43:18Z,"soft pop","Columbia Local",0.352,0.385,11,-9.175,1,0.0326,0.58,0,0.208,0.31,119.798,4
spotify:track:5DTBPQRHrBOnvzIF5XLBPq,"September","It'll All Make Sense In The End","James Arthur",2021-11-05,222181,52,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:43:24Z,"soft pop","Columbia Local",0.643,0.547,9,-6.06,1,0.0396,0.13,0,0.0927,0.416,102.989,4
spotify:track:4z21jCYxdhnEfvgqGSKByQ,"Kings And Queens","This Is War (Deluxe)","Thirty Seconds To Mars",2009,347666,63,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:43:55Z,"","Virgin Records",0.293,0.817,8,-5.432,1,0.0852,0.0401,0.000034,0.13,0.145,165,4
spotify:track:3RP1eXaK8f4rwqY9fRKVRF,"pov","Positions (Deluxe)","Ariana Grande",2021-02-19,201882,58,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:44:12Z,"pop","Republic Records",0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,4
spotify:track:29Go4wUZUai6cYzwLbbMDM,"Losing You","It'll All Make Sense In The End (Deluxe)","James Arthur",2022-03-11,227730,39,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:44:39Z,"soft pop","Columbia Local",0.541,0.799,1,-4.931,1,0.036,0.0072,0,0.101,0.663,145.14,4
spotify:track:5enxwA8aAbwZbf5qCHORXi,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift",2021-11-12,613026,81,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:44:47Z,"","Taylor Swift",0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,4
spotify:track:0q6LuUqGLUiCPP1cbdwFs3,"On Melancholy Hill","Plastic Beach","Gorillaz",2010-03-03,233866,85,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:44:51Z,"","Parlophone UK",0.689,0.739,2,-5.81,1,0.026,0.0000151,0.509,0.064,0.578,120.423,4
spotify:track:1QxIFMs4M8qd5cbJJu80v4,"Skyline","Skyline","Khalid",2022-04-28,182895,58,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:44:59Z,"","Right Hand Music Group, LLC/RCA Records",0.733,0.653,11,-6.094,1,0.0391,0.0179,0.0218,0.184,0.752,119.996,5
spotify:track:3Z2anmIVG8b1GelyeFQdnP,"Maine","Cape Elizabeth","Noah Kahan",2020-05-01,232618,79,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:45:06Z,"","Republic Records",0.533,0.24,6,-9.512,1,0.0424,0.729,0,0.223,0.265,175.486,4
spotify:track:19Fg3WrTfo35Ji3PtfZE6J,"Auntie Diaries","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,281069,0,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:45:23Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.52,0.375,0,-13.409,1,0.358,0.745,0.0122,0.429,0.589,127.544,5
spotify:track:7pj6P5WnxkZsw3XRc8eMe1,"Count Me Out","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,283642,1,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:45:35Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.776,0.431,4,-7.544,0,0.091,0.671,0,0.153,0.495,133.999,4
spotify:track:4xIhSUJantE6BMl3u8dtCJ,"Father Time (feat. Sampha)","Mr. Morale & The Big Steppers","Kendrick Lamar;Sampha",2022-05-13,222497,0,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:45:41Z,"hip hop,west coast hip hop,indie soul","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.514,0.779,10,-4.365,0,0.344,0.181,0,0.099,0.517,152.869,4
spotify:track:2FeBslNBMdR9V58uv6hd2t,"N95","Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,195950,13,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T20:45:46Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.79,0.67,1,-5.527,1,0.105,0.377,0.00000232,0.119,0.408,139.956,4
spotify:track:26b2c6d8TBOSNQznQXFdQa,"And I Am Telling You I'm Not Going","Dreamgirls (Music from the Motion Picture) [Deluxe Edition]","Jennifer Hudson",2006-12-04,305373,54,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-22T22:55:27Z,"","Music World Music/Columbia/Sony Music Soundtrax",0.464,0.735,5,-5.202,0,0.0861,0.187,0,0.161,0.339,122.714,4
spotify:track:3NGulWlwuwKJNdLJNe07qR,"Fear Of Water","I Was / I Am","Noah Kahan",2021-09-17,171760,54,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-24T03:31:21Z,"","Republic Records",0.45,0.0774,7,-14.767,1,0.0355,0.935,0,0.0824,0.313,102.291,3
spotify:track:6wqJeItl3Vc3az4ZicSQAB,"Before I Forget","Vol. 3: The Subliminal Verses (Special Edition)","Slipknot",2004,278600,79,false,22vuuczgj6fzhb3ahyope7ozq,2022-05-24T14:55:09Z,"nu metal,metal,alternative metal,rap metal,heavy metal","Roadrunner Records",0.291,0.974,6,-2.997,0,0.171,0.0177,0.00000544,0.886,0.348,134.724,4
spotify:track:39LmTF9RgyakzSYX8txrow,"imagine","thank u, next","Ariana Grande",2019-02-08,212266,70,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-26T02:54:40Z,"pop","Republic Records",0.729,0.476,8,-4.985,1,0.0363,0.378,0,0.12,0.368,62.519,3
spotify:track:4bia7OWZPoswlzXCqESYrR,"Smile","Goodbye Lullaby (Expanded Edition)","Avril Lavigne",2011-03-08,209520,63,true,22vuuczgj6fzhb3ahyope7ozq,2022-05-27T17:06:50Z,"","Epic",0.634,0.848,1,-3.843,0,0.047,0.00237,0,0.0681,0.647,105.055,4
spotify:track:1gv4xPanImH17bKZ9rOveR,"Raise Your Glass","Raise Your Glass","P!nk",2010-10-05,202960,76,true,22vuuczgj6fzhb3ahyope7ozq,2022-06-09T17:42:04Z,"","LaFace Records",0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,4
spotify:track:6LxSe8YmdPxy095Ux6znaQ,"Headlines","Take Care (Deluxe)","Drake",2011-11-15,235986,87,true,22vuuczgj6fzhb3ahyope7ozq,2022-06-10T15:04:30Z,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,4
spotify:track:4hDoWaIklSVAKLocU3IDBr,"I'm Gonna Be","Hollywood's Bleeding","Post Malone",2019-09-06,200680,0,true,22vuuczgj6fzhb3ahyope7ozq,2022-06-18T18:04:13Z,"","Republic Records",0.746,0.559,5,-4.008,1,0.0316,0.703,0,0.148,0.368,117.943,4
spotify:track:6MWtB6iiXyIwun0YzU6DFP,"Wow.","Wow.","Post Malone",2018-12-24,149520,2,true,22vuuczgj6fzhb3ahyope7ozq,2022-06-18T18:09:07Z,"","Republic Records",0.833,0.539,11,-7.399,0,0.178,0.163,0.0000021,0.101,0.385,99.947,4
