Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1IT0WQk5J8NsaeII8ktdlZ,"King For A Day","Collide With The Sky","Pierce The Veil;Kellin Quinn",2012-07-17,236293,79,true,22vuuczgj6fzhb3ahyope7ozq,2022-07-02T04:26:09Z,"emo,screamo,post-hardcore,pop punk","Fearless Records",0.403,0.965,6,-2.238,1,0.0964,0.0000381,0.000276,0.341,0.431,112.363,4
spotify:track:7ks6AZmFcm3Y6PGGxGSmlB,"Where Them Girls At (feat. Nicki Minaj & Flo Rida)","Nothing but the Beat (Ultimate Edition)","David Guetta;Flo Rida;Nicki Minaj",2012-12-07,194840,77,true,22vuuczgj6fzhb3ahyope7ozq,2022-07-08T04:56:12Z,"edm","Parlophone (France)",0.666,0.876,3,-3.078,1,0.0414,0.055,0,0.259,0.552,129.884,4
spotify:track:0GNVXNz7Jkicfk2mp5OyG5,"Stick Season","Stick Season","Noah Kahan",2022-07-08,182346,65,false,22vuuczgj6fzhb3ahyope7ozq,2022-07-29T21:25:17Z,"","Mercury Records/Republic Records",0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,4
spotify:track:23OXdR7YuUBVWh5hSnYJau,"Chlorine","Trench","Twenty One Pilots",2018-10-05,324466,77,false,22vuuczgj6fzhb3ahyope7ozq,2022-08-20T18:52:08Z,"","Fueled By Ramen",0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4
spotify:track:7793p4ZXhtbW5RpeRK7rid,"Dangerous Night","AMERICA","Thirty Seconds To Mars",2018-04-06,199773,3,false,22vuuczgj6fzhb3ahyope7ozq,2022-08-23T13:55:31Z,"","Thirty Seconds To Mars",0.295,0.715,2,-6.533,1,0.0709,0.00212,0.00000155,0.242,0.242,86.937,4
spotify:track:0RCsGhR44nFVAd5WiZZcGq,"Walking On Air","PRISM (Deluxe)","Katy Perry",2013-10-18,222448,46,false,22vuuczgj6fzhb3ahyope7ozq,2022-12-16T15:28:13Z,"pop","Capitol Records (CAP)",0.631,0.908,6,-4.842,0,0.0391,0.00144,0,0.23,0.821,128.009,4
spotify:track:41oY4WCTj5kccfesTVFnvN,"Tarot","Un Verano Sin Ti","Bad Bunny;JHAYCO",2022-05-06,237894,79,true,22vuuczgj6fzhb3ahyope7ozq,2023-01-27T12:15:36Z,"reggaeton,trap latino,urbano latino,latin","Rimas Entertainment LLC",0.795,0.684,11,-3.971,0,0.0419,0.0225,0,0.658,0.419,114.011,4
spotify:track:5i9bTK3gXeVCvua3PH4nwv,"LA TERAPIA","LA TERAPIA","Young Cister",2022-07-01,185012,55,false,22vuuczgj6fzhb3ahyope7ozq,2023-01-27T20:02:41Z,"chilean trap,reggaeton chileno,chilean mambo","Sony Music Entertainment Chile S.A",0.811,0.889,11,-4.5,1,0.0617,0.171,0.00035,0.134,0.87,94.005,4
spotify:track:3K7vPyMCcecKRotnu08MMP,"Crazier Things (with Noah Kahan)","Crazier Things","Chelsea Cutler;Noah Kahan",2020-06-26,264584,63,false,22vuuczgj6fzhb3ahyope7ozq,2023-02-20T23:16:07Z,"","Republic Records",0.635,0.274,2,-13.53,1,0.033,0.813,0,0.162,0.316,93.025,4
spotify:track:501mFwKeLnybf8JO3XL66O,"altar","altar","Kehlani",2021-09-15,243090,0,false,22vuuczgj6fzhb3ahyope7ozq,2023-03-02T16:33:24Z,"","TSNMI / Atlantic",0.554,0.854,9,-3.313,1,0.149,0.068,0.00285,0.166,0.797,83.823,4
spotify:track:1hG4V53eR16jg7jVTNLOiX,"34+35","Positions (Deluxe)","Ariana Grande",2021-02-19,173710,60,true,22vuuczgj6fzhb3ahyope7ozq,2023-03-17T19:59:03Z,"pop","Republic Records",0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,4
spotify:track:7ByxizhA4GgEf7Sxomxhze,"All My Love","Stick Season","Noah Kahan",2022-10-14,251510,79,false,22vuuczgj6fzhb3ahyope7ozq,2023-03-23T19:04:15Z,"","Mercury Records/Republic Records",0.666,0.665,2,-7.181,1,0.0534,0.309,0,0.0961,0.474,116.002,4
spotify:track:3QFInJAm9eyaho5vBzxInN,"family ties (with Kendrick Lamar)","The Melodic Blue","Baby Keem;Kendrick Lamar",2021-09-10,252262,78,true,22vuuczgj6fzhb3ahyope7ozq,2023-04-15T12:09:48Z,"hip hop,west coast hip hop","Columbia",0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,4
spotify:track:1JcIXOir94YUYBt2cXTzn2,"Growing Sideways","Stick Season","Noah Kahan",2022-10-14,255143,67,true,22vuuczgj6fzhb3ahyope7ozq,2023-04-28T01:47:56Z,"","Mercury Records/Republic Records",0.516,0.289,7,-8.679,1,0.0311,0.737,0,0.0952,0.563,178.148,4
spotify:track:2WrldKXSBVbNNm3A9vJryi,"Dance Now (feat. Kenny Mason)","The Forever Story (Extended Version)","JID;Kenny Mason",2022-10-31,227555,67,true,22vuuczgj6fzhb3ahyope7ozq,2023-06-06T02:52:10Z,"","Dreamville/Interscope",0.782,0.476,1,-10.972,1,0.239,0.0942,0.000022,0.162,0.27,135.024,4
spotify:track:6wbBjUxEWItz27TddQPNPa,"A Tribe Called Red","Dirty Gold (Deluxe)","Angel Haze",2013-01-01,277167,24,true,22vuuczgj6fzhb3ahyope7ozq,2023-06-09T21:18:57Z,"","Universal-Island Records Ltd.",0.519,0.82,1,-6.04,1,0.171,0.147,0,0.299,0.265,104.822,3
spotify:track:22VHOlVYBqytsrAqV8yXBK,"Dial Drunk (with Post Malone)","Dial Drunk (with Post Malone)","Noah Kahan;Post Malone",2023-07-18,213817,78,true,22vuuczgj6fzhb3ahyope7ozq,2023-07-30T20:49:56Z,"","Mercury Records/Republic Records",0.669,0.606,8,-7.193,1,0.0292,0.124,0,0.112,0.69,112.108,4
spotify:track:66tOfHVH3aUrscg8vExRV4,"dorothea","evermore (deluxe version)","Taylor Swift",2021-01-07,225880,63,false,22vuuczgj6fzhb3ahyope7ozq,2023-08-10T22:08:18Z,"","TS/Republic",0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,4
spotify:track:6xu5uxBUvW5VVEqPOTlhtX,"Redemption","Redemption","Mo Heart",2022-02-01,124444,5,false,22vuuczgj6fzhb3ahyope7ozq,2023-08-19T01:23:13Z,"","Mo Heart Music",0.725,0.872,1,-5.058,0,0.342,0.0964,0,0.475,0.932,108.065,4
spotify:track:1qKdid2S9fZdSrzLaCcjcF,"off the table (with The Weeknd)","Positions (Deluxe)","Ariana Grande;The Weeknd",2021-02-19,239949,56,false,22vuuczgj6fzhb3ahyope7ozq,2023-09-13T23:19:07Z,"pop","Republic Records",0.411,0.522,0,-7.295,1,0.0981,0.519,0,0.398,0.382,88.332,1
spotify:track:4tVybkClyH0hjL8jzMq3sH,"Wild Horses - Sam Feldt Remix","Wild Horses (Sam Feldt Remix)","Birdy;Sam Feldt",2016-06-03,177023,45,false,22vuuczgj6fzhb3ahyope7ozq,2023-09-28T18:35:06Z,"tropical house","Atlantic Records UK",0.504,0.729,8,-5.624,1,0.103,0.0808,0,0.0948,0.535,109.71,4
spotify:track:5xXqyjLicvEpch72qEryFT,"Speak Now (Taylor's Version)","Speak Now (Taylor's Version)","Taylor Swift",2023-07-07,242473,64,false,22vuuczgj6fzhb3ahyope7ozq,2023-11-04T15:33:24Z,"","Taylor Swift",0.734,0.686,7,-2.926,1,0.0349,0.225,0,0.136,0.598,119.002,4
spotify:track:2GtYzWux5LwmdOzKkYLbZG,"Graveyard","A R I Z O N A","A R I Z O N A",2023-05-12,223400,30,true,22vuuczgj6fzhb3ahyope7ozq,2023-11-10T20:18:17Z,"","Fueled By Ramen",0.686,0.695,1,-6.647,0,0.11,0.0426,0.0000122,0.273,0.312,129.937,4
spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,"Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)","Taylor Swift;Fall Out Boy",2023-07-07,266466,64,false,22vuuczgj6fzhb3ahyope7ozq,2023-11-25T17:23:35Z,"emo,pop punk","Taylor Swift",0.547,0.854,7,-4.753,1,0.0526,0.018,0,0.156,0.26,131.068,4
spotify:track:6Ve9MNsl8OFg6rHd227bYh,"Anxiety","Traumazine","Megan Thee Stallion",2022-08-12,135866,59,true,22vuuczgj6fzhb3ahyope7ozq,2023-12-01T20:08:06Z,"","300 Entertainment",0.951,0.766,8,-4.65,0,0.259,0.233,0,0.118,0.686,126.989,4
spotify:track:6xfXvPKTvGEo5xAXcuiIr5,"One More Try","One More Try","Calum Scott",2022-12-02,356000,46,false,22vuuczgj6fzhb3ahyope7ozq,2023-12-11T19:37:02Z,"soft pop","Capitol Records",0.281,0.23,4,-6.63,1,0.0304,0.839,0.00000239,0.109,0.153,78.91,4
spotify:track:46Lx5epWOQBA3J86ovnxmV,"Workin Out","DiCaprio 2","JID",2018-11-26,226858,64,true,22vuuczgj6fzhb3ahyope7ozq,2023-12-19T00:42:07Z,"","J. Cole/ DreamVille",0.818,0.57,10,-8.067,0,0.285,0.384,0.000102,0.19,0.561,126.938,4
spotify:track:3DUcaEvPO72PijivCjtZcU,"Candle In The Wind 1997","Candle In The Wind 1997 / Something About ...","Elton John",1997-01-01,250106,58,false,22vuuczgj6fzhb3ahyope7ozq,2023-12-27T19:41:52Z,"","EMI",0.45,0.311,4,-8.175,1,0.0314,0.977,0.00713,0.167,0.367,125.648,4
spotify:track:1dHtMSJ1Ozg2Ja6GX4McAO,"Paul Revere","Stick Season (We'll All Be Here Forever)","Noah Kahan",2023-06-09,213313,69,false,22vuuczgj6fzhb3ahyope7ozq,2024-02-02T22:45:44Z,"","Mercury Records/Republic Records",0.709,0.38,2,-9.731,1,0.0342,0.593,0,0.121,0.493,107.901,4
spotify:track:6DrLROM5MG9bxWHeEG5elq,"illicit affairs","folklore (deluxe version)","Taylor Swift",2020-08-18,190893,64,false,22vuuczgj6fzhb3ahyope7ozq,2024-02-24T14:47:42Z,"","Taylor Swift",0.529,0.304,10,-10.567,1,0.0356,0.862,0,0.108,0.44,119.58,4
spotify:track:4ltqfN12ohaVZdM6C45gMg,"American Teenager","Preacher’s Daughter","Ethel Cain",2022-05-12,258418,69,false,22vuuczgj6fzhb3ahyope7ozq,2024-02-28T18:48:57Z,"southern gothic","Daughters of Cain Records",0.415,0.748,4,-5.008,1,0.0481,0.00305,0,0.0903,0.154,120.056,4
spotify:track:3HSVuIkPGY4rdtifvEU3xz,"Casi Amor De Verano","Casi Amor De Verano","Young Cister",2021-12-23,210829,58,false,22vuuczgj6fzhb3ahyope7ozq,2024-02-28T22:40:37Z,"chilean trap,reggaeton chileno,chilean mambo","Sony Music Entertainment Chile S.A",0.691,0.671,7,-6.654,1,0.072,0.13,0.000166,0.0736,0.515,87.967,4
spotify:track:14msK75pk3pA33pzPVNtBF,"7 rings","7 rings","Ariana Grande",2019-01-18,178640,2,true,22vuuczgj6fzhb3ahyope7ozq,2024-03-02T04:02:03Z,"pop","Universal Records",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,4
spotify:track:2rPE9A1vEgShuZxxzR2tZH,"thank u, next","thank u, next","Ariana Grande",2018-11-03,207333,24,true,22vuuczgj6fzhb3ahyope7ozq,2024-03-02T04:02:23Z,"pop","Universal Records",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,4
spotify:track:0puf9yIluy9W0vpMEUoAnN,"Bang Bang","Sweet Talker (Deluxe Version)","Jessie J;Ariana Grande;Nicki Minaj",2014-10-10,199386,82,false,22vuuczgj6fzhb3ahyope7ozq,2024-03-02T04:02:38Z,"pop","Lava Music/Republic Records",0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,4
spotify:track:7xoUc6faLbCqZO6fQEYprd,"One Last Time","My Everything (Deluxe)","Ariana Grande",2014-08-22,197266,86,false,22vuuczgj6fzhb3ahyope7ozq,2024-03-02T04:02:59Z,"pop","Universal Records",0.628,0.593,8,-5.036,1,0.0323,0.093,0.00000165,0.096,0.104,125.025,4
spotify:track:250RLekaiL1q9qZer975Eg,"If We Were Vampires","The Nashville Sound","Jason Isbell and the 400 Unit",2017-06-16,215563,62,false,22vuuczgj6fzhb3ahyope7ozq,2024-03-02T12:35:05Z,"alt country,americana","Southeastern Records",0.629,0.208,5,-16.225,1,0.0324,0.824,0.0000037,0.107,0.685,96.609,4
spotify:track:2CSRrnOEELmhpq8iaAi9cd,"Blind","SOS","SZA",2022-12-09,150720,71,true,22vuuczgj6fzhb3ahyope7ozq,2024-03-11T12:08:25Z,"r&b","Top Dawg Entertainment/RCA Records",0.461,0.279,9,-11.776,0,0.0373,0.911,0,0.205,0.599,114.225,4
spotify:track:6G7URf5rGe6MvNoiTtNEP7,"The Downfall of Us All","Homesick","A Day To Remember",2009,209093,1,false,22vuuczgj6fzhb3ahyope7ozq,2024-03-19T20:58:59Z,"metalcore,post-hardcore,pop punk,screamo,emo","Victory",0.589,0.881,0,-4.62,1,0.0666,0.000256,0,0.327,0.709,129.95,4
spotify:track:02jCzgsSElP69X2i4Jv1ix,"The Hardest Love","The Hardest Love","Dean Lewis",2022-11-04,244108,51,false,22vuuczgj6fzhb3ahyope7ozq,2024-03-25T16:26:30Z,"","Universal Music Australia Pty. Ltd.",0.418,0.558,1,-7.001,1,0.0366,0.181,0.00000876,0.148,0.207,109.032,4
spotify:track:1A9gMkPaSbUPLrEbP56Fp5,"How Did You Get Here","Sometimes I Might Be Introvert","Little Simz",2021-09-03,296826,38,true,22vuuczgj6fzhb3ahyope7ozq,2024-03-27T17:34:31Z,"","AGE 101",0.574,0.61,11,-9.211,0,0.141,0.896,0.0000114,0.1,0.407,146.794,4
spotify:track:0trHOzAhNpGCsGBEu7dOJo,"N.Y. State of Mind","Illmatic","Nas",1994-04-19,294081,73,true,22vuuczgj6fzhb3ahyope7ozq,2024-04-12T15:22:31Z,"east coast hip hop,old school hip hop,hip hop","Columbia",0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,4
spotify:track:07UFnnK3uPIuKv5Rs9TmXl,"Orange Juice","Stick Season","Noah Kahan",2022-10-14,297103,77,false,22vuuczgj6fzhb3ahyope7ozq,2024-04-12T19:32:22Z,"","Mercury Records/Republic Records",0.662,0.378,9,-10.908,1,0.0361,0.475,0.00000684,0.121,0.207,120.133,4
spotify:track:2sgRUvRB8dCGpqxmbOrsMO,"DEBI LLEVARTE FLORES","THE LIFE OF XULO","Young Cister;Taiko",2022-12-16,200572,52,true,22vuuczgj6fzhb3ahyope7ozq,2024-04-17T01:55:36Z,"chilean trap,reggaeton chileno,chilean mambo","Sony Music Entertainment Chile S.A",0.86,0.654,1,-4.639,1,0.0472,0.12,0.0000142,0.464,0.183,110.031,4
spotify:track:22WV03i2lBbwNVCE1g671p,"151 Rum","DiCaprio 2","JID",2018-11-26,156780,67,true,22vuuczgj6fzhb3ahyope7ozq,2024-04-20T16:38:04Z,"","J. Cole/ DreamVille",0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983,4
spotify:track:51ZQ1vr10ffzbwIjDCwqm4,"we can't be friends (wait for your love)","eternal sunshine","Ariana Grande",2024-03-08,228639,88,false,22vuuczgj6fzhb3ahyope7ozq,2024-05-11T18:20:42Z,"pop","Republic Records",0.645,0.646,5,-8.334,1,0.0427,0.0615,0.0000304,0.074,0.295,115.842,4
spotify:track:7136zBuda3024ZQUTBB1Vg,"Haven't You Ever Been In Love Before?","Broken By Desire To Be Heavenly Sent","Lewis Capaldi",2023-05-19,230533,58,false,22vuuczgj6fzhb3ahyope7ozq,2024-05-19T03:28:26Z,"soft pop","Vertigo Berlin",0.584,0.705,1,-3.626,1,0.0341,0.278,0,0.109,0.176,109.979,4
spotify:track:0EZqBZknFKby6dk41hfi2o,"FANTASMA | AVC","DATA","Tainy;JHAYCO",2023-06-29,285074,67,false,22vuuczgj6fzhb3ahyope7ozq,2024-06-02T23:14:43Z,"reggaeton,trap latino,urbano latino","NEON16, LLC",0.488,0.784,1,-2.822,1,0.0982,0.0277,0,0.0976,0.569,99.016,4
spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,"Long Live (Taylor's Version)","Speak Now (Taylor's Version)","Taylor Swift",2023-07-07,317960,69,false,22vuuczgj6fzhb3ahyope7ozq,2024-06-20T21:56:08Z,"","Taylor Swift",0.38,0.628,0,-4.054,1,0.038,0.0162,0,0.227,0.0984,203.826,4
spotify:track:2vdBo4ALPYbHRUPKgtE5iC,"ghostin","thank u, next","Ariana Grande",2019-02-08,271466,71,false,22vuuczgj6fzhb3ahyope7ozq,2024-06-28T19:28:34Z,"pop","Republic Records",0.29,0.364,9,-8.295,1,0.0293,0.418,0.0000189,0.185,0.11,103.684,4
spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"Not Like Us","Not Like Us","Kendrick Lamar",2024-05-04,274192,88,true,22vuuczgj6fzhb3ahyope7ozq,2024-07-19T18:26:28Z,"hip hop,west coast hip hop","Kendrick Lamar, under exclusive license to Interscope Records",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
spotify:track:5sp71CUt0jXRNqHblPGp7b,"ballad of a homeschooled girl","GUTS","Olivia Rodrigo",2023-09-08,203369,70,false,22vuuczgj6fzhb3ahyope7ozq,2024-08-06T22:45:30Z,"","Olivia Rodrigo PS",0.351,0.884,1,-3.452,1,0.074,0.0623,0,0.335,0.408,120.166,4
spotify:track:7GVQS66ukm48XZVymA3ZUg,"Midwest Indigo","Clancy","Twenty One Pilots",2024-05-24,196266,67,false,22vuuczgj6fzhb3ahyope7ozq,2024-09-10T23:27:02Z,"","Fueled By Ramen",0.611,0.802,8,-4.92,0,0.0591,0.176,0.00000145,0.314,0.577,116.062,4
spotify:track:6IG3sQ8s9nfk6TUlVzRhbN,"Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]","Taylor Swift",2023-10-27,229477,62,false,22vuuczgj6fzhb3ahyope7ozq,2024-09-13T00:23:20Z,"","Taylor Swift",0.599,0.651,0,-7.343,1,0.035,0.0486,0,0.126,0.153,100.001,4
spotify:track:6gI9b2VsoWhjhIuIeToDVs,"Die Hard","Mr. Morale & The Big Steppers","Kendrick Lamar;Blxst;Amanda Reifer",2022-05-13,239026,1,true,22vuuczgj6fzhb3ahyope7ozq,2024-09-28T23:52:14Z,"hip hop,west coast hip hop","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988,4
spotify:track:44M12pkcMqqdbNNooHCZ6C,"Come And Get It","Lifelines","I Prevail",2016-10-21,181426,60,true,22vuuczgj6fzhb3ahyope7ozq,2024-10-15T20:42:54Z,"metalcore,metal","Fearless Records",0.567,0.987,4,-4.069,1,0.0765,0.000133,0.0000238,0.371,0.383,107.974,4
spotify:track:1t2MQpMDtJT5VL2tAPHrGN,"Cowboys Cry Too (with Noah Kahan)","Cowboys Cry Too (with Noah Kahan)","Kelsea Ballerini;Noah Kahan",2024-06-28,230600,59,true,22vuuczgj6fzhb3ahyope7ozq,2024-10-16T23:27:46Z,"country,pop country","Black River Entertainment",0.442,0.603,11,-5.719,1,0.0304,0.602,0,0.161,0.456,86.494,4
spotify:track:6lNyT8TfnpMTRrmJRQKQC9,"Dancing Circles","Lahai","Sampha",2023-10-20,233640,48,false,22vuuczgj6fzhb3ahyope7ozq,2024-10-18T18:25:29Z,"indie soul","Young",0.88,0.325,7,-11.983,0,0.036,0.798,0.00112,0.0557,0.529,105.542,3
spotify:track:7oMwun7Y8xOxiARFoAyKm7,"The Document Speaks for Itself","Common Courtesy","A Day To Remember",2013-11-25,283817,0,true,22vuuczgj6fzhb3ahyope7ozq,2024-10-18T23:17:10Z,"metalcore,post-hardcore,pop punk,screamo,emo","ADTR Records",0.367,0.986,5,-4.504,0,0.284,0.000123,0,0.946,0.0697,155.058,4
spotify:track:7dI0mSvbdJTynUnEkWIom1,"Oldies Station","Clancy","Twenty One Pilots",2024-05-24,228000,64,false,22vuuczgj6fzhb3ahyope7ozq,2024-10-19T12:30:01Z,"","Fueled By Ramen",0.748,0.556,9,-7.122,1,0.0276,0.504,0.0000121,0.12,0.445,101.004,4
spotify:track:19ssnnZjVaD4F8u6naBQJM,"ESO NO ES DE GANGSTER","Los 4F: El Origen","LOS 4F;Young Cister;Kidd Voodoo;DrefQuila;Easykid;Nikxz;LACUEVA",2024-09-05,236296,44,false,22vuuczgj6fzhb3ahyope7ozq,2024-11-10T19:37:49Z,"reggaeton chileno,chilean trap,chilean mambo,argentine trap","LOS 4F",0.688,0.802,6,-6.629,1,0.0321,0.0024,0,0.0554,0.754,122.962,4
spotify:track:1vsQb8n0icvMsFnL9663LM,"Need Your Love (with Noah Kahan)","Gravity","Gryffin;Seven Lions;Noah Kahan",2019-10-24,205786,57,false,22vuuczgj6fzhb3ahyope7ozq,2024-11-25T17:41:23Z,"edm,melodic bass,future bass,chillstep,dubstep,techno,progressive trance","Darkroom/Geffen Records",0.581,0.76,0,-3.962,1,0.0406,0.16,0,0.183,0.523,104.099,4
spotify:track:5clFSlfkCRlhnH1cAQjSBi,"Sensacion Del Bloque","Reggaeton Rulers: Los Que Ponen","De La Ghetto;Randy",2006-01-01,182186,4,true,22vuuczgj6fzhb3ahyope7ozq,2024-12-13T15:02:59Z,"reggaeton,trap latino,urbano latino","Capitol Latin",0.709,0.726,7,-7.129,1,0.0411,0.0977,0,0.301,0.404,92.006,4
spotify:track:2mzM4Y0Rnx2BDZqRnhQ5Q6,"Free Mind","For Broken Ears","Tems",2020-09-25,247578,76,false,22vuuczgj6fzhb3ahyope7ozq,2025-02-21T03:45:05Z,"afrobeats,afro r&b,alté,afrobeat","Leading Vibe Ltd",0.562,0.463,6,-7.478,1,0.0787,0.442,0.000145,0.157,0.416,125.15,5
spotify:track:7I5wu59mks0fm5XH9QLSKM,"In Her Tomb By The Sounding Sea","The Emptiness","Alesana",2010-01-01,221226,39,false,22vuuczgj6fzhb3ahyope7ozq,2025-02-26T20:19:10Z,"post-hardcore,screamo,emo,metalcore","Fearless Records",0.359,0.965,0,-4.586,1,0.259,0.00227,0.0000054,0.257,0.258,180.276,4
spotify:track:732E6ibFkQR5lNIPEeiEnx,"Choker","Scaled And Icy","Twenty One Pilots",2021-05-21,223065,64,false,22vuuczgj6fzhb3ahyope7ozq,2025-03-14T19:53:47Z,"","Fueled By Ramen",0.7,0.664,7,-8.211,1,0.0394,0.306,0.0000189,0.249,0.585,142.009,4
spotify:track:21B4gaTWnTkuSh77iWEXdS,"Juno","Short n' Sweet","Sabrina Carpenter",2024-08-23,223192,84,true,22vuuczgj6fzhb3ahyope7ozq,2025-03-16T10:02:02Z,"pop","Island Records",0.633,0.725,5,-4.257,1,0.0427,0.0461,0,0.205,0.64,130.504,4
spotify:track:60v76pgmo7qSx0sgz0HzOc,"PUERTO ESCONDIDO","PLANES DE MEDIANOCHE","Young Cister;Morad",2024-01-25,208163,56,false,22vuuczgj6fzhb3ahyope7ozq,2025-03-17T14:17:28Z,"chilean trap,reggaeton chileno,chilean mambo","Sony Music Entertainment Chile S.A",0.796,0.642,3,-5.746,0,0.0766,0.167,0.000133,0.163,0.466,98.011,4
spotify:track:1l00qUHfmONY1jNaE2Ievs,"Miracle","Big Ole Album Vol. 1","A Day To Remember",2025-03-21,243977,63,true,22vuuczgj6fzhb3ahyope7ozq,2025-03-21T03:14:59Z,"metalcore,post-hardcore,pop punk,screamo,emo","Fueled By Ramen",0.463,0.917,7,-3.776,1,0.13,0.000266,0.000018,0.0872,0.369,160.028,4
spotify:track:5y6vRQJrzPveBmvysTE4UQ,"Satellite Business 2.0","Satellite Business 2.0","Sampha;Little Simz",2024-07-16,293377,40,false,22vuuczgj6fzhb3ahyope7ozq,2025-03-23T20:52:29Z,"indie soul","Young",0.675,0.749,7,-7.272,0,0.0489,0.0773,0.000211,0.0924,0.531,122.188,4
spotify:track:71iSmEeF0qRVyULABxP75P,"Shake It Out","Ceremonials (Original Deluxe Version)","Florence + The Machine",2011-01-01,277600,72,false,22vuuczgj6fzhb3ahyope7ozq,2025-03-26T13:30:44Z,"baroque pop","Universal-Island Records Ltd.",0.519,0.798,10,-4.204,1,0.0377,0.00864,0,0.107,0.212,107.509,4
spotify:track:3RBXNeUbe3X7ZBch00D2St,"Extraordinary Girl / Letterbomb","American Idiot","Green Day",2004-09-21,460000,51,true,22vuuczgj6fzhb3ahyope7ozq,2025-04-22T21:51:19Z,"punk,pop punk","Reprise",0.317,0.958,9,-4.051,1,0.0989,0.00089,0.000184,0.103,0.422,137.921,4
spotify:track:6jbYpRPTEFl1HFKHk1IC0m,"Like Him (feat. Lola Young)","CHROMAKOPIA","Tyler, The Creator;Lola Young",2024-10-28,278014,86,true,22vuuczgj6fzhb3ahyope7ozq,2025-09-09T14:49:52Z,"","Columbia",0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,3
spotify:track:4QXdarIBu7JDxVTTF4FHWE,"LuisMi","LuisMi","Polimá Westcoast;Young Cister",2019-12-19,186337,39,true,22vuuczgj6fzhb3ahyope7ozq,2025-09-11T15:15:33Z,"chilean trap,reggaeton chileno,chilean mambo","Sony Music Entertainment Chile S.A",0.831,0.893,7,-3.402,1,0.054,0.298,0,0.0831,0.849,119.969,4
spotify:track:7bqGpPMULjlFGSc2VYuKVY,"The Hard Way","The Hard Way","PNAU;Khalid",2023-03-10,183925,19,false,22vuuczgj6fzhb3ahyope7ozq,2025-11-09T13:12:59Z,"","etcetc Music",0.689,0.907,0,-4.457,1,0.16,0.0721,0,0.296,0.646,119.958,4
